Loan_ID,Loan_Status,Male_IO,Married_IO,Dependents,FamilySize,Education_IO,FamilyIncome,DualIncome_IO,PA_Urban,PA_Rural,PA_Semiurban,IncomePerMember,LoanTermGroups,Loan_Amount_Term,LoanAmountLog,LTG_<15,LTG_15,LTG_1530,LTG_30,LTG_>30,LoanAmount,Debt_Equity,Debt_Equity_Annual,Self_Employed_IO,Credit_History
LP001043,0,1,1,0,2,0,7660.0,0,1,0,0,3830.0,30,360.0,4.6443908991413725,0,0,0,1,0,103.99999999999999,13.577023498694516,0.45256744995648385,0,0.0
LP001046,1,1,1,1,3,1,11580.0,1,1,0,0,3860.0,30,360.0,5.752572638825633,0,0,0,1,0,315.0,27.202072538860104,0.9067357512953368,0,1.0
LP001047,0,1,1,0,2,0,4511.0,1,0,0,1,2255.5,30,360.0,4.7535901911063645,0,0,0,1,0,115.99999999999999,25.714919086677007,0.8571639695559002,0,0.0
LP001050,0,1,1,2,4,0,5282.0,1,0,1,0,1320.5,30,360.0,4.718498871295094,0,0,0,1,0,111.99999999999996,21.204089360090865,0.7068029786696955,0,0.0
LP001052,0,1,1,1,3,1,6642.0,1,0,0,1,2214.0,30,360.0,5.017279836814924,0,0,0,1,0,151.0,22.73411623005119,0.7578038743350397,0,1.0
LP001066,1,1,1,0,2,1,9560.0,0,0,0,1,4780.0,30,360.0,5.25227342804663,0,0,0,1,0,191.0,19.97907949790795,0.6659693165969316,1,1.0
LP001068,1,1,1,0,2,1,5052.0,1,0,0,1,2526.0,30,360.0,4.804021044733257,0,0,0,1,0,122.00000000000003,24.148851939825818,0.8049617313275272,0,1.0
LP001073,1,1,1,2,4,0,5266.0,1,1,0,0,1316.5,30,360.0,4.700480365792417,0,0,0,1,0,110.00000000000004,20.888720091150788,0.6962906697050262,0,1.0
LP001086,0,1,0,0,1,0,1442.0,0,1,0,0,1442.0,30,360.0,3.5553480614894135,0,0,0,1,0,34.99999999999999,24.27184466019417,0.8090614886731391,0,1.0
LP001087,1,0,0,2,3,1,5833.0,0,0,0,1,1944.3333333333333,30,360.0,4.787491742782046,0,0,0,1,0,119.99999999999997,20.572604148808498,0.68575347162695,0,1.0
LP001091,0,1,1,1,3,1,7535.0,1,1,0,0,2511.6666666666665,30,360.0,5.303304908059076,0,0,0,1,0,201.0,26.675514266755144,0.8891838088918381,0,1.0
LP001095,0,1,0,0,1,1,3167.0,0,1,0,0,3167.0,30,360.0,4.30406509320417,0,0,0,1,0,74.00000000000003,23.365961477739194,0.7788653825913064,0,1.0
LP001097,0,1,0,1,2,1,4692.0,0,0,1,0,2346.0,30,360.0,4.663439094112067,0,0,0,1,0,105.99999999999997,22.591645353793684,0.7530548451264562,1,1.0
LP001098,1,1,1,0,2,1,5167.0,1,0,0,1,2583.5,30,360.0,4.736198448394496,0,0,0,1,0,114.00000000000003,22.06309270369654,0.7354364234565514,0,1.0
LP001100,0,1,0,3,4,1,15500.0,0,0,1,0,3875.0,30,360.0,5.768320995793772,0,0,0,1,0,319.99999999999994,20.645161290322577,0.6881720430107525,0,1.0
LP001106,1,1,1,0,2,1,4342.0,1,1,0,0,2171.0,30,360.0,4.696901546515594,0,0,0,1,0,109.60703347705775,25.243443914568807,0.8414481304856269,0,1.0
LP001109,0,1,1,0,2,1,3158.0,1,1,0,0,1579.0,30,360.0,4.605170185988092,0,0,0,1,0,100.00000000000004,31.665611146295138,1.0555203715431714,0,0.0
LP001112,1,0,1,0,2,1,5126.0,1,0,0,1,2563.0,30,360.0,4.969813299576001,0,0,0,1,0,144.0,28.092079594225517,0.9364026531408506,0,1.0
LP001114,1,1,0,0,1,1,11376.0,0,1,0,0,11376.0,30,360.0,5.214935757608986,0,0,0,1,0,184.00000000000006,16.174402250351623,0.5391467416783874,0,1.0
LP001116,1,1,0,0,1,0,5416.0,0,0,0,1,5416.0,30,360.0,4.700480365792417,0,0,0,1,0,110.00000000000004,20.310192023633686,0.6770064007877895,0,1.0
LP001119,0,1,0,0,1,1,3600.0,0,1,0,0,3600.0,30,360.0,4.382026634673881,0,0,0,1,0,79.99999999999997,22.222222222222214,0.7407407407407405,0,1.0
LP001120,1,1,0,0,1,1,3013.0,0,1,0,0,3013.0,30,360.0,3.8501476017100584,0,0,0,1,0,46.99999999999999,15.599070693660801,0.5199690231220268,0,1.0
LP001123,1,1,1,0,2,1,2400.0,0,1,0,0,1200.0,30,360.0,4.31748811353631,0,0,0,1,0,74.99999999999997,31.24999999999999,1.0416666666666663,0,1.0
LP001131,1,1,1,0,2,1,6277.0,1,0,0,1,3138.5,30,360.0,4.897839799950911,0,0,0,1,0,133.99999999999997,21.34777760076469,0.7115925866921563,0,1.0
LP001136,1,1,1,0,2,0,4695.0,0,1,0,0,2347.5,30,360.0,4.564348191467836,0,0,0,1,0,95.99999999999999,20.44728434504792,0.6815761448349307,1,1.0
LP001137,1,0,0,0,1,1,3410.0,0,1,0,0,3410.0,30,360.0,4.477336814478207,0,0,0,1,0,88.00000000000003,25.806451612903235,0.860215053763441,0,1.0
LP001138,1,1,1,1,3,1,5649.0,0,1,0,0,1883.0,30,360.0,3.784189633918261,0,0,0,1,0,43.99999999999999,7.788989201628605,0.2596329733876202,0,1.0
LP001144,1,1,1,0,2,1,5821.0,0,1,0,0,2910.5,30,360.0,4.969813299576001,0,0,0,1,0,144.0,24.738017522762412,0.8246005840920804,0,1.0
LP001146,0,0,1,0,2,1,6085.0,1,1,0,0,3042.5,30,360.0,4.787491742782046,0,0,0,1,0,119.99999999999997,19.720624486442066,0.6573541495480689,0,0.0
LP001151,1,0,0,0,1,1,6275.0,0,0,0,1,6275.0,30,360.0,4.969813299576001,0,0,0,1,0,144.0,22.948207171314742,0.7649402390438247,0,1.0
LP001155,1,0,1,0,2,0,3572.0,1,0,0,1,1786.0,30,360.0,4.605170185988092,0,0,0,1,0,100.00000000000004,27.99552071668534,0.9331840238895114,0,1.0
LP001157,1,0,0,0,1,1,3086.0,0,0,0,1,3086.0,30,360.0,4.787491742782046,0,0,0,1,0,119.99999999999997,38.88528839922228,1.2961762799740761,0,1.0
LP001164,0,0,0,0,1,1,4230.0,0,0,0,1,4230.0,30,360.0,4.718498871295094,0,0,0,1,0,111.99999999999996,26.47754137115838,0.882584712371946,0,1.0
LP001179,0,1,1,2,4,1,4616.0,0,1,0,0,1154.0,30,360.0,4.897839799950911,0,0,0,1,0,133.99999999999997,29.029462738301554,0.967648757943385,0,1.0
LP001186,0,0,1,1,3,1,11500.0,0,1,0,0,3833.3333333333335,30,360.0,5.655991810819852,0,0,0,1,0,285.99999999999994,24.869565217391298,0.8289855072463765,1,0.0
LP001194,1,1,1,2,4,1,3875.0,1,0,0,1,968.75,30,360.0,4.574710978503383,0,0,0,1,0,97.0,25.032258064516128,0.8344086021505377,0,1.0
LP001195,1,1,1,0,2,1,3723.0,1,0,0,1,1861.5,30,360.0,4.564348191467836,0,0,0,1,0,95.99999999999999,25.7856567284448,0.85952189094816,0,1.0
LP001197,0,1,1,0,2,1,5566.0,1,0,1,0,2783.0,30,360.0,4.90527477843843,0,0,0,1,0,135.00000000000003,24.25440172475746,0.8084800574919153,0,1.0
LP001198,1,1,1,1,3,1,10330.0,1,1,0,0,3443.3333333333335,30,360.0,5.19295685089021,0,0,0,1,0,180.0,17.424975798644724,0.5808325266214908,0,1.0
LP001199,1,1,1,2,4,0,6216.0,1,1,0,0,1554.0,30,360.0,4.969813299576001,0,0,0,1,0,144.0,23.166023166023166,0.7722007722007722,0,1.0
LP001205,1,1,1,0,2,1,6296.0,1,1,0,0,3148.0,30,360.0,4.787491742782046,0,0,0,1,0,119.99999999999997,19.059720457433286,0.6353240152477763,0,1.0
LP001206,1,1,1,3,5,1,3029.0,0,1,0,0,605.8,30,360.0,4.59511985013459,0,0,0,1,0,98.99999999999999,32.68405414328161,1.08946847144272,0,1.0
LP001207,0,1,1,0,2,0,6058.0,1,0,1,0,3029.0,15,180.0,5.10594547390058,0,1,0,0,0,164.99999999999994,27.236711786068,1.8157807857378667,1,0.0
LP001213,0,1,1,1,3,1,4945.0,0,0,1,0,1648.3333333333333,30,360.0,4.779429164246882,0,0,0,1,0,119.03638042504664,24.072068842274348,0.8024022947424783,0,0.0
LP001222,0,0,0,0,1,1,4166.0,0,0,0,1,4166.0,30,360.0,4.7535901911063645,0,0,0,1,0,115.99999999999999,27.844455112818046,0.9281485037606015,0,0.0
LP001225,0,1,1,0,2,1,10321.0,1,0,0,1,5160.5,30,360.0,5.552959584921617,0,0,0,1,0,258.0,24.997577754093594,0.8332525918031198,0,1.0
LP001228,0,1,0,0,1,0,5454.0,0,1,0,0,5454.0,15,180.0,4.836281906951478,0,1,0,0,0,126.0,23.102310231023104,1.54015401540154,0,0.0
LP001233,1,1,1,1,3,1,10750.0,0,1,0,0,3583.3333333333335,30,360.0,5.7430031878094825,0,0,0,1,0,312.00000000000006,29.023255813953494,0.9674418604651165,0,1.0
LP001238,1,1,1,3,5,0,7100.0,0,1,0,0,1420.0,<15,90.0,4.8283137373023015,1,0,0,0,0,125.00000000000004,17.605633802816907,2.3474178403755874,1,1.0
LP001241,0,0,0,0,1,1,4300.0,0,0,0,1,4300.0,30,360.0,4.912654885736052,0,0,0,1,0,136.00000000000006,31.6279069767442,1.0542635658914734,0,0.0
LP001243,1,1,1,0,2,1,6274.0,1,1,0,0,3137.0,30,360.0,5.147494476813453,0,0,0,1,0,171.99999999999994,27.414727446605028,0.9138242482201675,0,1.0
LP001245,1,1,1,2,4,0,3750.0,1,0,0,1,937.5,30,360.0,4.574710978503383,0,0,0,1,0,97.0,25.866666666666667,0.8622222222222222,1,1.0
LP001248,1,1,0,0,1,1,3500.0,0,0,0,1,3500.0,"(15, 30)",270.0,4.394449154672439,0,0,1,0,0,81.00000000000003,23.14285714285715,1.028571428571429,0,1.0
LP001250,0,1,1,3,5,0,4755.0,0,0,0,1,951.0,30,360.0,4.553876891600541,0,0,0,1,0,95.0,19.978969505783386,0.6659656501927796,0,0.0
LP001253,1,1,1,3,5,1,7040.0,1,0,0,1,1408.0,30,360.0,5.231108616854587,0,0,0,1,0,187.00000000000003,26.562500000000004,0.8854166666666669,1,1.0
LP001255,0,1,0,0,1,1,3750.0,0,1,0,0,3750.0,>30,480.0,4.727387818712341,0,0,0,0,1,113.00000000000003,30.13333333333334,0.7533333333333334,0,1.0
LP001256,0,1,0,0,1,1,8500.0,0,1,0,0,8500.0,30,360.0,5.170483995038151,0,0,0,1,0,175.99999999999991,20.705882352941167,0.6901960784313722,0,1.0
LP001259,0,1,1,1,3,1,4022.0,1,1,0,0,1340.6666666666667,30,360.0,4.700480365792417,0,0,0,1,0,110.00000000000004,27.349577324714083,0.9116525774904694,1,1.0
LP001263,0,1,1,3,5,1,7167.0,1,0,0,1,1433.4,"(15, 30)",270.0,5.19295685089021,0,0,1,0,0,180.0,25.115110925073253,1.1162271522254779,0,0.0
LP001264,1,1,1,3,5,0,5499.0,1,0,0,1,1099.8,30,360.0,4.867534450455582,0,0,0,1,0,129.99999999999997,23.640661938534272,0.7880220646178091,1,1.0
LP001265,1,0,0,0,1,1,3846.0,0,0,0,1,3846.0,30,360.0,4.709530201312334,0,0,0,1,0,110.99999999999997,28.86115444617784,0.9620384815392613,0,1.0
LP001266,1,1,1,1,3,1,2395.0,0,0,0,1,798.3333333333334,30,360.0,4.269580947477279,0,0,0,1,0,71.4916705762858,29.850384374232068,0.9950128124744022,1,1.0
LP001267,0,0,1,2,4,1,3259.0,1,1,0,0,814.75,30,360.0,5.117993812416755,0,0,0,1,0,167.00000000000006,51.24271248849342,1.7080904162831139,0,1.0
LP001273,0,1,1,0,2,1,8250.0,1,0,0,1,4125.0,30,360.0,5.579729825986222,0,0,0,1,0,264.99999999999994,32.12121212121212,1.0707070707070705,0,1.0
LP001275,1,1,1,1,3,1,3988.0,0,1,0,0,1329.3333333333333,"(15, 30)",270.0,3.912023005428146,0,0,1,0,0,49.99999999999999,12.537612838515544,0.5572272372673575,0,1.0
LP001279,1,1,0,0,1,1,4897.0,0,0,0,1,4897.0,30,360.0,4.912654885736052,0,0,0,1,0,136.00000000000006,27.772105370635096,0.9257368456878365,0,1.0
LP001280,1,1,1,2,4,0,5333.0,1,0,0,1,1333.25,30,360.0,4.59511985013459,0,0,0,1,0,98.99999999999999,18.563660228764295,0.6187886742921431,0,1.0
LP001282,1,1,1,0,2,1,4618.0,1,0,0,1,2309.0,30,360.0,4.6443908991413725,0,0,0,1,0,103.99999999999999,22.520571676050235,0.7506857225350078,0,1.0
LP001289,1,1,0,0,1,1,8566.0,0,1,0,0,8566.0,30,360.0,5.3471075307174685,0,0,0,1,0,209.99999999999994,24.515526500116735,0.8171842166705579,0,1.0
LP001310,1,1,1,0,2,1,9862.0,1,0,0,1,4931.0,30,360.0,5.1647859739235145,0,0,0,1,0,175.00000000000006,17.744879334820528,0.591495977827351,0,1.0
LP001316,1,1,1,0,2,1,5858.0,1,0,0,1,2929.0,30,360.0,4.875197323201151,0,0,0,1,0,130.99999999999994,22.362581085694767,0.7454193695231589,0,1.0
LP001318,1,1,1,2,4,1,11904.0,1,0,0,1,2976.0,15,180.0,5.236441962829949,0,1,0,0,0,188.0,15.793010752688172,1.0528673835125446,0,1.0
LP001319,1,1,1,2,4,0,5093.0,1,1,0,0,1273.25,30,360.0,4.394449154672439,0,0,0,1,0,81.00000000000003,15.90418221087768,0.530139407029256,0,1.0
LP001322,1,1,0,0,1,1,4133.0,0,0,0,1,4133.0,30,360.0,4.804021044733257,0,0,0,1,0,122.00000000000003,29.518509557222362,0.9839503185740789,0,1.0
LP001325,1,1,0,0,1,0,3620.0,0,0,0,1,3620.0,<15,90.0,3.2188758248682006,1,0,0,0,0,24.999999999999996,6.906077348066297,0.9208103130755062,0,1.0
LP001326,0,1,0,0,1,1,6782.0,0,1,0,0,6782.0,30,360.0,4.918971780732375,0,0,0,1,0,136.8618168570296,20.1801558326496,0.67267186108832,0,1.0
LP001327,1,0,1,0,2,1,4786.0,1,0,0,1,2393.0,30,360.0,4.919980925828125,0,0,0,1,0,137.00000000000003,28.62515670706227,0.954171890235409,0,1.0
LP001333,1,1,1,0,2,1,2974.0,1,0,0,1,1487.0,30,360.0,3.912023005428146,0,0,0,1,0,49.99999999999999,16.812373907195692,0.5604124635731897,0,1.0
LP001334,1,1,1,0,2,0,4188.0,0,0,0,1,2094.0,15,180.0,4.74493212836325,0,1,0,0,0,115.00000000000001,27.459407831900673,1.830627188793378,0,1.0
LP001343,1,1,1,0,2,1,5300.0,1,0,0,1,2650.0,30,360.0,4.875197323201151,0,0,0,1,0,130.99999999999994,24.71698113207546,0.8238993710691821,0,1.0
LP001345,1,1,1,2,4,0,7551.0,1,1,0,0,1887.75,15,180.0,4.890349128221754,0,1,0,0,0,133.0,17.61356111773275,1.1742374078488502,0,1.0
LP001349,1,1,0,0,1,1,8649.0,0,0,0,1,8649.0,30,360.0,5.017279836814924,0,0,0,1,0,151.0,17.458665741704245,0.5819555247234749,0,1.0
LP001350,1,1,1,1,3,1,13650.0,0,1,0,0,4550.0,30,360.0,5.294654616041749,0,0,0,1,0,199.26878983641785,14.598446141862114,0.4866148713954038,0,1.0
LP001356,1,1,1,0,2,1,8235.0,1,0,0,1,4117.5,30,360.0,5.170905574566272,0,0,0,1,0,176.07421363932556,21.381203842055317,0.7127067947351773,0,1.0
LP001357,1,1,1,1,3,1,4570.0,0,1,0,0,1523.3333333333333,30,360.0,5.075173815233827,0,0,0,1,0,159.99999999999994,35.01094091903719,1.1670313639679062,0,1.0
LP001367,1,1,1,1,3,1,4082.0,1,1,0,0,1360.6666666666667,30,360.0,4.605170185988092,0,0,0,1,0,100.00000000000004,24.49779519843215,0.8165931732810717,0,1.0
LP001369,1,1,1,2,4,1,12543.0,1,1,0,0,3135.75,30,360.0,5.41610040220442,0,0,0,1,0,225.0,17.93829227457546,0.597943075819182,0,1.0
LP001370,0,1,0,0,1,0,7333.0,0,0,1,0,7333.0,30,360.0,4.787491742782046,0,0,0,1,0,119.99999999999997,16.364380199099955,0.5454793399699985,0,1.0
LP001379,0,1,1,2,4,1,7400.0,1,1,0,0,1850.0,30,360.0,5.375278407684165,0,0,0,1,0,216.00000000000006,29.189189189189197,0.9729729729729732,0,0.0
LP001384,1,1,1,3,5,0,2825.0,1,0,0,1,565.0,>30,480.0,4.543294782270004,0,0,0,0,1,94.0,33.27433628318584,0.831858407079646,0,1.0
LP001385,1,1,0,0,1,1,5316.0,0,1,0,0,5316.0,30,360.0,4.912654885736052,0,0,0,1,0,136.00000000000006,25.583145221971417,0.8527715073990474,0,1.0
LP001387,1,0,1,0,2,1,5262.0,1,0,0,1,2631.0,30,360.0,4.9344739331306915,0,0,0,1,0,138.99999999999997,26.41581147852527,0.8805270492841756,0,1.0
LP001391,0,1,1,0,2,0,7686.0,1,0,1,0,3843.0,30,360.0,5.0238805208462765,0,0,0,1,0,152.0,19.776216497527972,0.6592072165842658,0,0.0
LP001392,1,0,0,1,2,1,7451.0,0,0,0,1,3725.5,30,360.0,5.042680727501415,0,0,0,1,0,154.88466257354187,20.787097379350673,0.6929032459783558,1,1.0
LP001398,1,1,0,0,1,1,5050.0,0,0,0,1,5050.0,30,360.0,4.770684624465665,0,0,0,1,0,118.00000000000004,23.366336633663376,0.7788778877887792,0,1.0
LP001401,1,1,1,1,3,1,14583.0,0,0,1,0,4861.0,15,180.0,5.220355825078324,0,1,0,0,0,184.99999999999991,12.686004251525743,0.845733616768383,0,1.0
LP001404,1,0,1,0,2,1,5450.0,1,0,0,1,2725.0,30,360.0,5.0369526024136295,0,0,0,1,0,154.00000000000006,28.256880733944964,0.9418960244648322,0,1.0
LP001405,1,1,1,1,3,1,3612.0,1,1,0,0,1204.0,30,360.0,4.442651256490317,0,0,0,1,0,85.00000000000001,23.532668881506094,0.7844222960502032,0,1.0
LP001421,0,1,1,0,2,1,7710.0,1,0,1,0,3855.0,30,360.0,5.1647859739235145,0,0,0,1,0,175.00000000000006,22.697795071335936,0.7565931690445311,0,1.0
LP001422,1,0,0,0,1,1,10408.0,0,1,0,0,10408.0,30,360.0,5.556828061699537,0,0,0,1,0,258.9999999999999,24.884704073789383,0.8294901357929793,0,1.0
LP001426,1,1,1,1,3,1,8334.0,1,0,1,0,2778.0,30,360.0,5.19295685089021,0,0,0,1,0,180.0,21.598272138228943,0.7199424046076314,0,1.0
LP001430,1,0,0,0,1,1,4166.0,0,0,0,1,4166.0,30,360.0,3.784189633918261,0,0,0,1,0,43.99999999999999,10.56168987037926,0.352056329012642,0,1.0
LP001431,1,0,0,0,1,1,11117.0,0,0,0,1,11117.0,30,360.0,4.919980925828125,0,0,0,1,0,137.00000000000003,12.323468561662322,0.41078228538874406,0,0.0
LP001432,1,1,1,2,4,1,2957.0,0,0,0,1,739.25,30,360.0,4.394449154672439,0,0,0,1,0,81.00000000000003,27.392627663172142,0.9130875887724048,0,1.0
LP001439,1,1,1,0,2,0,6314.0,1,0,1,0,3157.0,30,360.0,5.267858159063328,0,0,0,1,0,194.00000000000003,30.725372188786828,1.0241790729595608,0,1.0
LP001443,1,0,0,0,1,1,3692.0,0,0,1,0,3692.0,30,360.0,4.532599493153256,0,0,0,1,0,93.00000000000003,25.18959913326111,0.8396533044420371,0,1.0
LP001448,1,1,1,3,5,1,23803.0,0,0,1,0,4760.6,30,360.0,5.91350300563827,0,0,0,1,0,369.9999999999999,15.544259127000794,0.5181419709000264,0,1.0
LP001449,1,1,0,0,1,1,5505.0,0,0,1,0,5505.0,30,360.0,4.8869106229833355,0,0,0,1,0,132.54346415355408,24.076923551962594,0.8025641183987531,0,1.0
LP001451,0,1,1,1,3,1,14363.0,1,1,0,0,4787.666666666667,15,180.0,5.075173815233827,0,1,0,0,0,159.99999999999994,11.139734038849818,0.7426489359233212,1,0.0
LP001465,0,1,1,0,2,1,8649.0,1,0,1,0,4324.5,30,360.0,5.204006687076795,0,0,0,1,0,181.99999999999997,21.042895132385244,0.7014298377461748,0,1.0
LP001469,1,1,0,0,1,1,20166.0,0,1,0,0,20166.0,>30,480.0,6.476972362889683,0,0,0,0,1,649.9999999999999,32.23247049489239,0.8058117623723098,1,1.0
LP001473,1,1,0,0,1,1,3943.0,0,1,0,0,3943.0,30,360.0,4.30406509320417,0,0,0,1,0,74.00000000000003,18.767435962465136,0.6255811987488378,0,1.0
LP001478,1,1,0,0,1,1,2718.0,0,0,0,1,2718.0,30,360.0,4.248495242049359,0,0,0,1,0,70.00000000000003,25.754231052244307,0.8584743684081435,0,1.0
LP001482,1,1,1,0,2,1,3459.0,0,0,0,1,1729.5,<15,90.0,3.2188758248682006,1,0,0,0,0,24.999999999999996,7.227522405319456,0.963669654042594,1,1.0
LP001487,1,1,0,0,1,1,4895.0,0,0,0,1,4895.0,30,360.0,4.624972813284271,0,0,0,1,0,101.99999999999996,20.83758937691521,0.6945863125638403,0,1.0
LP001488,0,1,1,3,5,1,11750.0,1,0,0,1,2350.0,30,360.0,5.66988092298052,0,0,0,1,0,289.99999999999994,24.68085106382978,0.8226950354609927,0,1.0
LP001489,0,0,1,0,2,1,4583.0,0,0,1,0,2291.5,30,360.0,4.430816798843313,0,0,0,1,0,83.99999999999999,18.3286057167794,0.6109535238926467,0,1.0
LP001491,1,1,1,2,4,1,6816.0,1,1,0,0,1704.0,30,360.0,4.477336814478207,0,0,0,1,0,88.00000000000003,12.910798122065732,0.43035993740219103,1,1.0
LP001492,0,1,0,0,1,1,14999.0,0,0,0,1,14999.0,30,360.0,5.488937726156687,0,0,0,1,0,242.00000000000009,16.13440896059738,0.5378136320199126,0,0.0
LP001493,0,1,1,2,4,0,5630.0,1,0,1,0,1407.5,30,360.0,4.859812404361672,0,0,0,1,0,128.99999999999997,22.912966252220244,0.7637655417406748,0,1.0
LP001497,0,1,1,2,4,1,7125.0,1,0,1,0,1781.25,30,360.0,5.220355825078324,0,0,0,1,0,184.99999999999991,25.964912280701743,0.8654970760233914,0,1.0
LP001498,1,1,0,0,1,1,5417.0,0,1,0,0,5417.0,30,360.0,5.123963979403259,0,0,0,1,0,167.99999999999997,31.013476093778838,1.0337825364592947,0,1.0
LP001504,1,1,0,0,1,1,6950.0,0,0,0,1,6950.0,15,180.0,5.1647859739235145,0,1,0,0,0,175.00000000000006,25.17985611510792,1.678657074340528,1,1.0
LP001507,1,1,1,0,2,1,4732.0,1,0,0,1,2366.0,30,360.0,4.804021044733257,0,0,0,1,0,122.00000000000003,25.781910397295018,0.8593970132431673,0,1.0
LP001508,1,1,1,2,4,1,11757.0,0,1,0,0,2939.25,15,180.0,5.231108616854587,0,1,0,0,0,187.00000000000003,15.90541804882198,1.0603612032547989,0,1.0
LP001514,1,0,1,0,2,1,6816.0,1,0,0,1,3408.0,30,360.0,4.605170185988092,0,0,0,1,0,100.00000000000004,14.671361502347425,0.4890453834115808,0,1.0
LP001516,1,0,1,2,4,1,14866.0,0,1,0,0,3716.5,30,360.0,4.248495242049359,0,0,0,1,0,70.00000000000003,4.708731333243645,0.15695771110812148,0,1.0
LP001518,1,1,1,1,3,1,2963.0,1,1,0,0,987.6666666666666,30,360.0,3.4011973816621555,0,0,0,1,0,30.000000000000004,10.124873439082013,0.3374957813027338,0,1.0
LP001519,0,0,0,0,1,1,11666.0,0,0,1,0,11666.0,30,360.0,5.41610040220442,0,0,0,1,0,225.0,19.286816389507973,0.6428938796502657,0,1.0
LP001520,1,1,1,0,2,1,5690.0,1,0,0,1,2845.0,30,360.0,4.8283137373023015,0,0,0,1,0,125.00000000000004,21.96836555360282,0.7322788517867607,0,1.0
LP001528,0,1,0,0,1,1,6277.0,0,0,1,0,6277.0,30,360.0,4.770684624465665,0,0,0,1,0,118.00000000000004,18.798789230524143,0.6266263076841381,0,0.0
